date,confirmed_cases,hosp_cases,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,death,Face_Masks_Required_in_Public,unemployment_rate,mask_required,population,rolling_cc_avg,rolling_cc_avg_diff,population_at_risk,daily_rate_of_infection,change_in_daily_rate_of_infection,rolling_death_avg
2020-04-27,234.0,627.0,,,,,,,,,20.0,Yes,,1,957419,349.0,-93.14285714285717,957070.0,-9.732084084012368e-05,-0.011000960865328773,30.714285714285715
2020-04-28,111.0,620.0,,,,,,,,,20.0,Yes,,1,957419,343.14285714285717,-5.857142857142833,957075.8571428572,-6.11983137327073e-06,0.009120100946685295,29.0
2020-04-29,111.0,591.0,,,,,,,,,27.0,Yes,,1,957419,157.42857142857142,-185.71428571428575,957261.5714285715,-0.0001940057882373097,-0.018788595686403897,27.142857142857142
2020-04-30,309.0,565.0,,,,,,,,,36.0,Yes,,1,957419,183.71428571428572,26.285714285714306,957235.2857142857,2.746003482947246e-05,0.022146582306678216,27.857142857142858
2020-05-01,318.0,537.0,,,,,,,,,29.0,Yes,11.7,1,957419,197.85714285714286,14.142857142857139,957221.1428571428,1.4774910947582194e-05,-0.0012685123881890268,25.285714285714285
2020-05-02,189.0,525.0,,,,,,,,,26.0,Yes,,1,957419,204.0,6.142857142857139,957215.0,6.417426746193007e-06,-0.0008357484201389186,25.142857142857142
2020-05-03,0.0,507.0,,,,,,,,,0.0,Yes,,1,957419,181.71428571428572,-22.285714285714278,957237.2857142857,-2.3281285234397018e-05,-0.002969871198059002,22.571428571428573
2020-05-04,444.0,519.0,,,,,,,,,45.0,Yes,,1,957419,211.71428571428572,30.0,957207.2857142857,3.134117390008523e-05,0.005462245913448225,26.142857142857142
2020-05-05,115.0,489.0,,,,,,,,,25.0,Yes,,1,957419,212.28571428571428,0.5714285714285552,957206.7142857143,5.969750973330415e-07,-0.003074419880275219,26.857142857142858
2020-05-06,95.0,469.0,,,,,,,,,17.0,Yes,,1,957419,210.0,-2.2857142857142776,957209.0,-2.387894687277572e-06,-0.0002984869784610614,25.428571428571427
2020-05-07,224.0,439.0,,,,,,,,,25.0,Yes,,1,957419,197.85714285714286,-12.142857142857139,957221.1428571428,-1.268552960145946e-05,-0.0010297634914181889,23.857142857142858
2020-05-08,200.0,424.0,,,,,,,,,29.0,Yes,,1,957419,181.0,-16.85714285714286,957238.0,-1.7610189793074305e-05,-0.0004924660191614846,23.857142857142858
2020-05-09,151.0,403.0,,,,,,,,,11.0,Yes,,1,957419,175.57142857142858,-5.428571428571416,957243.4285714285,-5.671045908012041e-06,0.0011939143885062262,21.714285714285715
2020-05-10,206.0,384.0,,,,,,,,,7.0,Yes,,1,957419,205.0,29.428571428571416,957214.0,3.074398350689753e-05,0.0036415029414909573,22.714285714285715
2020-05-11,76.0,378.0,,,,,,,,,10.0,Yes,,1,957419,152.42857142857142,-52.571428571428584,957266.5714285715,-5.4918274742398975e-05,-0.00856622582492965,17.714285714285715
2020-05-12,176.0,372.0,,,,,,,,,12.0,Yes,,1,957419,161.14285714285714,8.714285714285722,957257.8571428572,9.10338384716464e-06,0.006402165858956361,15.857142857142858
