date,confirmed_cases,hosp_cases,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,death,Face_Masks_Required_in_Public,unemployment_rate,mask_required,population,rolling_cc_avg,rolling_cc_avg_diff,population_at_risk,daily_rate_of_infection,change_in_daily_rate_of_infection,rolling_death_avg
2020-05-13,148.0,362.0,,,,,,,,,22.0,Yes,,1,957419,168.71428571428572,7.571428571428584,957250.2857142857,7.909560001623712e-06,-0.0001193823845540929,16.571428571428573
2020-05-14,200.0,342.0,,,,,,,,,25.0,Yes,,1,957419,165.28571428571428,-3.428571428571445,957253.7142857143,-3.5816747194653445e-06,-0.0011491234721089055,16.571428571428573
2020-05-15,173.0,330.0,,,,,,,,,16.0,Yes,,1,957419,161.42857142857142,-3.857142857142861,957257.5714285715,-4.02936782352802e-06,-4.476931040626753e-05,14.714285714285714
2020-05-16,131.0,299.0,,,,,,,,,16.0,Yes,,1,957419,158.57142857142858,-2.857142857142833,957260.4285714285,-2.9847079978086023e-06,0.00010446598257194175,15.428571428571429
2020-05-17,108.0,287.0,,,,,,,,,21.0,Yes,,1,957419,144.57142857142858,-14.0,957274.4285714285,-1.4624855299741633e-05,-0.001164014730193303,17.428571428571427
2020-05-18,191.0,287.0,,,,,,,,,7.0,Yes,,1,957419,161.0,16.428571428571416,957258.0,1.7162114527715012e-05,0.0031786969827456647,17.0
2020-05-19,83.0,272.0,,,,,,,,,7.0,Yes,,1,957419,147.71428571428572,-13.285714285714278,957271.2857142857,-1.3878734778721474e-05,-0.0031040849306436485,16.285714285714285
2020-05-20,197.0,241.0,,,,,,,,,7.0,Yes,,1,957419,154.71428571428572,7.0,957264.2857142857,7.312505129946201e-06,0.002119123990866767,14.142857142857142
2020-05-21,32.0,226.0,,,,,,,,,13.0,Yes,,1,957419,130.71428571428572,-24.0,957288.2857142857,-2.5070817598161952e-05,-0.003238332272810815,12.428571428571429
2020-05-22,138.0,227.0,,,,,,,,,15.0,Yes,,1,957419,125.71428571428571,-5.000000000000014,957293.2857142857,-5.223059719121771e-06,0.001984775787904018,12.285714285714286
2020-05-23,100.0,232.0,,,,,,,,,13.0,Yes,,1,957419,121.28571428571429,-4.428571428571416,957297.7142857143,-4.626117207305552e-06,5.9694251181621944e-05,11.857142857142858
2020-05-24,125.0,233.0,,,,,,,,,7.0,Yes,,1,957419,123.71428571428571,2.4285714285714164,957295.2857142857,2.5369094205445067e-06,0.0007163026627850058,9.857142857142858
2020-05-25,99.0,225.0,,,,,,,,,6.0,Yes,,1,957419,110.57142857142857,-13.142857142857139,957308.4285714285,-1.3728968376962848e-05,-0.0016265877797507354,9.714285714285714
2020-05-26,142.0,220.0,,,,,,,,,10.0,Yes,,1,957419,119.0,8.42857142857143,957300.0,8.804524630284583e-06,0.002253349300724743,10.142857142857142
2020-05-27,-41.0,211.0,,,,,,,,,11.0,Yes,,1,957419,85.0,-34.0,957334.0,-3.5515295602161836e-05,-0.0044319820232446416,10.714285714285714
2020-05-28,39.0,188.0,,,,,,,,,4.0,Yes,,1,957419,86.0,1.0,957333.0,1.044568608833081e-06,0.0036559864210994916,9.428571428571429
2020-05-29,56.0,176.0,,,,,,,,,11.0,Yes,,1,957419,74.28571428571429,-11.714285714285708,957344.7142857143,-1.2236225405000401e-05,-0.0013280794013833482,8.857142857142858
2020-05-30,93.0,163.0,,,,,,,,,10.0,Yes,,1,957419,73.28571428571429,-1.0,957345.7142857143,-1.044554736160396e-06,0.0011191670668840004,8.428571428571429
2020-05-31,47.0,157.0,,,,,,,,,10.0,Yes,,1,957419,62.142857142857146,-11.142857142857146,957356.8571428572,-1.1639188730639034e-05,-0.0010594633994478637,8.857142857142858
2020-06-01,160.0,153.0,,,,,,,,,11.0,Yes,11.6,1,957419,70.85714285714286,8.714285714285715,957348.1428571428,9.102525324046172e-06,0.0020741714054685204,9.571428571428571
2020-06-02,67.0,134.0,,,,,,,,,-1.0,Yes,,1,957419,60.142857142857146,-10.714285714285715,957358.8571428572,-1.1191504245609052e-05,-0.002029402956965522,8.0
2020-06-03,13.0,126.0,,,,,,,,,2.0,Yes,,1,957419,67.85714285714286,7.714285714285715,957351.1428571428,8.057947986841073e-06,0.0019249452232450125,6.714285714285714
2020-06-04,54.0,111.0,,,,,,,,,4.0,Yes,,1,957419,70.0,2.142857142857139,957349.0,2.238323895316273e-06,-0.00058196240915248,6.714285714285714
2020-06-05,71.0,108.0,,,,,,,,,11.0,Yes,,1,957419,72.14285714285714,2.142857142857139,957346.8571428572,2.2383289054213476e-06,5.0101050746114e-10,6.714285714285714
2020-06-06,106.0,111.0,,,,,,,,,5.0,Yes,,1,957419,74.0,1.8571428571428612,957345.0,1.9398888145264887e-06,-2.984400908948589e-05,6.0
2020-06-07,36.0,114.0,,,,,,,,,3.0,Yes,,1,957419,72.42857142857143,-1.5714285714285694,957346.5714285715,-1.6414416871871727e-06,-0.0003581330501713661,5.0
2020-06-08,36.0,111.0,,,,,,,,,4.0,Yes,,1,957419,54.714285714285715,-17.714285714285715,957364.2857142857,-1.8503182099663513e-05,-0.001686174041247634,4.0
2020-06-09,16.0,92.0,,,,,,,,,3.0,Yes,,1,957419,47.42857142857143,-7.285714285714285,957371.5714285715,-7.61012182014417e-06,0.0010893060279519343,4.571428571428571
2020-06-10,26.0,89.0,,,,,,,,,2.0,Yes,,1,957419,49.285714285714285,1.857142857142854,957369.7142857143,1.9398387367292614e-06,0.0009549960556873431,4.571428571428571
2020-06-11,21.0,81.0,,,,,,,,,12.0,Yes,,1,957419,44.57142857142857,-4.714285714285715,957374.4285714285,-4.924181776319492e-06,-0.0006864020513048753,5.714285714285714
2020-06-12,23.0,81.0,,,,,,,,,4.0,Yes,,1,957419,37.714285714285715,-6.857142857142854,957381.2857142857,-7.162394919832654e-06,-0.00022382131435131621,4.714285714285714
2020-06-13,99.0,68.0,,,,,,,,,8.0,Yes,,1,957419,36.714285714285715,-1.0,957382.2857142857,-1.0445148347965495e-06,0.0006117880085036104,5.142857142857143
2020-06-14,29.0,70.0,,,,,,,,,1.0,Yes,,1,957419,35.714285714285715,-1.0,957383.2857142857,-1.0445137437864488e-06,1.091010100696206e-10,4.857142857142857
2020-06-15,32.0,70.0,,,,,,,,,1.0,Yes,,1,957419,35.142857142857146,-0.5714285714285694,957383.8571428572,-5.968646402017859e-07,4.476491035846629e-05,4.428571428571429
2020-06-16,21.0,68.0,,,,,,,,,3.0,Yes,,1,957419,35.857142857142854,0.7142857142857082,957383.1428571428,7.460813568892045e-07,0.00013429459970909903,4.428571428571429
2020-06-17,22.0,64.0,,,,,,,,,2.0,Yes,,1,957419,35.285714285714285,-0.5714285714285694,957383.7142857143,-5.968647292636489e-07,-0.00013429460861528534,4.428571428571429
2020-06-18,17.0,66.0,,,,,,,,,0.0,Yes,,1,957419,34.714285714285715,-0.5714285714285694,957384.2857142857,-5.968643730163564e-07,3.5624729245445954e-11,2.7142857142857144
2020-06-19,27.0,53.0,,,,,,,,,3.0,Yes,,1,957419,35.285714285714285,0.5714285714285694,957383.7142857143,5.968647292636489e-07,0.00011937291022800054,2.5714285714285716
2020-06-20,44.0,53.0,,,,,,,,,6.0,Yes,,1,957419,27.428571428571427,-7.857142857142858,957391.5714285715,-8.206822674884034e-06,-0.0008803687404147682,2.2857142857142856
2020-06-21,6.0,51.0,,,,,,,,,0.0,Yes,,1,957419,24.142857142857142,-3.2857142857142847,957394.8571428572,-3.43193224947939e-06,0.00047748904254046436,2.142857142857143
2020-06-22,8.0,46.0,,,,,,,,,1.0,Yes,,1,957419,20.714285714285715,-3.428571428571427,957398.2857142857,-3.581133870543203e-06,-1.4920162106381296e-05,2.142857142857143
2020-06-23,39.0,47.0,,,,,,,,,5.0,Yes,,1,957419,23.285714285714285,2.5714285714285694,957395.7142857143,2.685857616719163e-06,0.0006266991487262365,2.4285714285714284
2020-06-24,5.0,46.0,,,,,,,,,3.0,Yes,,1,957419,20.857142857142858,-2.428571428571427,957398.1428571428,-2.536636870136277e-06,-0.000522249448685544,2.5714285714285716
2020-06-25,20.0,46.0,,,,,,,,,3.0,Yes,,1,957419,21.285714285714285,0.42857142857142705,957397.7142857143,4.476420009955542e-07,0.00029842788711318313,3.0
2020-06-26,17.0,35.0,,,,,,,,,2.0,Yes,,1,957419,19.857142857142858,-1.428571428571427,957399.1428571428,-1.4921377768400505e-06,-0.00019397797778356046,2.857142857142857
2020-06-27,42.0,32.0,,,,,,,,,0.0,Yes,,1,957419,19.571428571428573,-0.2857142857142847,957399.4285714285,-2.9842746630903015e-07,0.00011937103105310204,2.0
2020-06-28,27.0,32.0,,,,,,,,,0.0,Yes,,1,957419,22.571428571428573,3.0,957396.4285714285,3.133498215025124e-06,0.0003431925681334154,2.0
2020-06-29,31.0,37.0,,,,,,,,,1.0,Yes,,1,957419,25.857142857142858,3.2857142857142847,957393.1428571428,3.4319383946168097e-06,2.984401795916857e-05,2.0
2020-06-30,39.0,31.0,,,,,,,,,0.0,Yes,,1,957419,25.857142857142858,0.0,957393.1428571428,0.0,-0.000343193839461681,1.2857142857142858
2020-07-01,14.0,31.0,,,,,,,,,0.0,Yes,11.7,1,957419,27.142857142857142,1.2857142857142847,957391.8571428572,1.342934218754732e-06,0.00013429342187547318,0.8571428571428571
2020-07-02,16.0,31.0,,,,,,,,,0.0,Yes,,1,957419,26.571428571428573,-0.5714285714285694,957392.4285714285,-5.968592965386467e-07,-0.00019397935152933786,0.42857142857142855
2020-07-03,24.0,,,,,,,,,,1.0,Yes,,1,957419,27.571428571428573,1.0,957391.4285714285,1.0445048599318983e-06,0.0001641364156470545,0.2857142857142857
2020-07-04,0.0,,,,,,,,,,0.0,Yes,,1,957419,21.571428571428573,-6.0,957397.4285714285,-6.266989884183043e-06,-0.0007311494744114941,0.2857142857142857
2020-07-05,0.0,25.0,,,,,,,,,0.0,Yes,,1,957419,17.714285714285715,-3.8571428571428577,957401.2857142857,-4.028762980263986e-06,0.00022382269039190569,0.2857142857142857
2020-07-06,66.0,26.0,,,,,,,,,0.0,Yes,,1,957419,22.714285714285715,5.0,957396.2857142857,5.222497804312709e-06,0.0009251260784576695,0.14285714285714285
2020-07-07,14.0,34.0,,,,,,,,,0.0,Yes,,1,957419,19.142857142857142,-3.571428571428573,957399.8571428572,-3.730341659008277e-06,-0.0008952839463320986,0.14285714285714285
2020-07-08,22.0,32.0,,,,,,,,,1.0,Yes,,1,957419,20.285714285714285,1.1428571428571423,957398.7142857143,1.1937107558263152e-06,0.0004924052414834592,0.2857142857142857
